A1C5,A1C7,A1C10,A1C13,A1C15,A1C17,A1C20,A1L5,A1L7,A1L10,A1L13,A1L15,A1L17,A1L20,A1LR5,A1LR7,A1LR10,A1LR13,A1LR15,A1LR17,A1LR20,A2C5,A2C7,A2C10,A2C13,A2C15,A2C17,A2C20,A2L5,A2L7,A2L10,A2L13,A2L15,A2L17,A2L20,A2LR5,A2LR7,A2LR10,A2LR13,A2LR15,A2LR17,A2LR20
0.979973087553062,0.919281714340963,0.810874723283163,0.792463155024348,0.694044259786639,0.76633501796938,0.766654636416811,0.375708605464446,0.69004009502873,0.591744588850024,0.608836127440794,0.547971317152343,0.545352585136305,0.574282577339562,0.375708605464446,0.69004009502873,0.564091484481331,0.610824958364912,0.60580485972615,0.516507531874439,0.554992208248282,0.881438971833577,0.552694293865459,0.747744624074753,0.57800319413039,0.485351929659131,0.593136018791992,0.549815760638404,0.648986805156506,0.579718767405251,0.736409214159542,0.643928986373191,0.627084724079998,0.610354326314639,0.709949691857715,0.648986805156506,0.579718767405251,0.750860465526646,0.642594150566766,0.599700301509358,0.608093388214654,0.587047251525765
0.736873076619181,0.593876751014008,0.736634415831165,0.698305296169365,0.716624032718079,0.603467521748915,0.632794680233606,0.747899916266758,0.602949365339538,0.662542271166419,0.715091858615469,0.697897153303512,0.577007937044674,0.705798785118489,0.747899916266758,0.602949365339538,0.658850327209619,0.65327234163454,0.735316893437126,0.595048453081804,0.582478838055211,0.957105013599353,0.614132988418503,0.687814087474488,0.336475579833216,0.621153480179506,0.431375272319163,0.510631192252032,0.739111752992492,0.524694024292666,0.597620452812305,0.459362468989406,0.518370869709822,0.473927848891644,0.583900203026561,0.739111752992492,0.524694024292666,0.593171582465439,0.471314230816506,0.511229800160663,0.477882294591602,0.578788053354561
0.911524035144994,0.898316629366547,0.966193490267659,0.893010883005391,0.905061309777159,0.826050586389242,0.835403113720666,0.62389898285893,0.697797147902146,0.620896699288083,0.735694652619447,0.650135438346919,0.582126489050913,0.604396639335851,0.62389898285893,0.679213244429652,0.618781950236822,0.721255247862168,0.660459105599805,0.630846364564486,0.591093012955852,1,0.901058659664924,0.812962958506659,0.585170994570234,0.583594846390161,0.582590880780257,0.619033569502723,0.864997763375073,0.713470089461005,0.633170542761927,0.620310439483885,0.555968993181493,0.500556537841224,0.615536375399794,0.864997763375073,0.686847599164927,0.597616447361445,0.629278105552266,0.603868956533106,0.52701682148095,0.53532312117047
0.966281332514117,0.804924706807987,0.833403749806507,0.877507679908009,0.656079526548579,0.680800841183666,0.690833168003477,0.585768326795352,0.732345815594628,0.548645124103223,0.803261919594891,0.636832676567344,0.555963103831456,0.509104367853769,0.585768326795352,0.738266536415405,0.592697133879245,0.788012723012776,0.598869944909083,0.588326479843313,0.49360643053668,1,0.809384599635375,0.653502648791017,0.504194077943636,0.600651269438144,0.617236867744899,0.49384819914103,0.944856836379886,0.71650185679569,0.568836222604561,0.511829236720797,0.60273109847617,0.638137402668887,0.61884181656246,0.944856836379886,0.71650185679569,0.521634281981647,0.499268051289271,0.627570339836073,0.649588185847983,0.621285821824122
0.960773940051702,1,0.96103724388235,0.917201344332417,0.95902690980126,0.814562235540461,0.691376103217636,0.984135444529759,0.734873044318708,0.719036578233759,0.732306378856723,0.548643173421153,0.541458643794307,0.560593379318306,0.984135444529759,0.71790257270236,0.712892350182257,0.708488269759845,0.553442738797389,0.541198042008415,0.556147907118629,0.921827014350327,0.582681458211561,0.707160820060733,0.677707861735248,0.536517592958246,0.540689513235108,0.555049301924651,0.470401443520143,0.504199372867132,0.71729497797287,0.769270690176676,0.637210507026548,0.635956483875916,0.686393977189477,0.470401443520143,0.49640199141652,0.694980719081993,0.769270690176676,0.650297400132873,0.683591645311282,0.681480073389143
1,0.947626092652407,0.676633980824589,0.719979695407334,0.703534807730694,0.671414404640741,0.651641042790302,0.439003597583286,0.672109482165399,0.648613580245911,0.656033222053099,0.63562359978638,0.61738168750973,0.692612184865954,0.439003597583286,0.672109482165399,0.662631960762451,0.64913326036894,0.65929320241199,0.6443390634262,0.68609734498081,1,0.819029759742283,0.658190278887369,0.617912016381429,0.738606922431143,0.416407741842094,0.538992037727448,0.923673370487037,0.532862250362445,0.464213903661197,0.644986155820253,0.535469999492731,0.668307559318393,0.676126499263597,0.923673370487037,0.52008403574448,0.439989124682601,0.63566981919528,0.553463253657713,0.678264094828147,0.63131178439161
0.974420447157352,0.855808014949348,0.807004221329126,0.821940540660676,0.778562967707035,0.833899409109943,0.747967182859754,0.616276014181525,0.594019826134059,0.65514644648844,0.623351418811012,0.589707168918174,0.542809750281856,0.556085995588577,0.616276014181525,0.595190002103486,0.692147415725522,0.612142845094582,0.580343932542355,0.555787389279093,0.554765117134797,0.459021344427821,0.727226185876778,0.447029683803193,0.537451958801077,0.602099650972362,0.608051214061985,0.651822865561121,0.55673433427554,0.469114738561558,0.458776357543021,0.518783769560031,0.610837902067337,0.664360394140093,0.746440361194038,0.55673433427554,0.469183206954853,0.440308571498101,0.50845765684317,0.614419343517029,0.694449286226117,0.61834090493309
0.808846364830501,0.973210739735277,0.966223464625201,0.975739183177423,0.749794184171373,0.791310874730251,0.832907552975085,0.625924790506373,0.496520141495773,0.486278025512881,0.666329359397645,0.525749555217329,0.599031179392789,0.506921630643945,0.625924790506373,0.496520141495773,0.496559272955624,0.653475174598064,0.540059546763042,0.594034275555738,0.531395478079975,0.748246746962822,0.705218282073614,0.81497024764652,0.524254878382126,0.552797066630852,0.62107523088976,0.507229018306831,0.597313705972368,0.618937849322661,0.535751740382669,0.686806915204759,0.663568628174252,0.716413574346834,0.63675667945019,0.597313705972368,0.593625393960476,0.573158343829995,0.686806915204759,0.619190572587475,0.744229010393672,0.589569737234773
0.853018425309559,0.933909103748213,0.895679793292808,0.753393949800819,0.83797185856667,0.861374767515936,0.726897326804652,0.791414348900117,0.826057777158039,0.664830238507161,0.5867686347079,0.617864812348293,0.574343911978164,0.507705671714661,0.791414348900117,0.799094851860371,0.653347586451423,0.5867686347079,0.609934144228027,0.570078151425062,0.507705671714661,0.88438679807594,0.484748303706741,0.912371764168318,0.563913594026483,0.554031204567709,0.516798237561961,0.498594317220296,0.445870881908908,0.35103315034172,0.731159032778313,0.557243998773497,0.69669932191767,0.608673167663575,0.686629818206193,0.445870881908908,0.35103315034172,0.747160211957296,0.551309321930806,0.76039142359097,0.619251303725183,0.559170338072547
0.797486213610987,0.929969825382192,0.914186269803168,0.733113050552055,0.634490154767238,0.57799159885972,0.838408450704225,0.93263685224667,0.927504726455758,0.541317761810159,0.494927990701796,0.508324861394384,0.463177208481198,0.460388440232263,0.93263685224667,0.927504726455758,0.513450237264699,0.494927990701796,0.512160398977512,0.431054397721728,0.45225166213605,0.594176767531978,0.886080109093888,0.667799895394271,0.622389058973014,0.453023638347649,0.469209566306027,0.570935325017239,0.528624080996939,0.784147883009129,0.619184076376816,0.537721522679584,0.648764241703232,0.682991972701971,0.638863086501932,0.528624080996939,0.784147883009129,0.60017161617669,0.54514178518761,0.656596125077967,0.662557153634207,0.650624716447398
