05/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louvain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communities,Modularity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mean
5,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778512,0.771608944778513
7,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054,0.78930422179054
10,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451,0.807207278773451
13,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819,0.810187027228819
15,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931,0.806094680166931
17,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274,0.802264526173274
20,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272,0.794222867322272
"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communities,Modularity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mean
